country,respondent_id,age,urban_rural,income_level,sex,marital_status,education,life_satisfaction,freedom_of_choice,emancipative_values,trust_people,importance_of_god,financial_satisfaction,secular_values
China,156000628,45.0,Urban,Low,Male,Married,Lower,10.0,8.0,0.417218,Trusted,1.0,9.0,0.308815
China,156000629,37.0,Rural,Medium,Male,Married,Lower,10.0,10.0,0.559556,Trusted,1.0,10.0,0.408800
China,156000630,51.0,Urban,Low,Male,Single,Higher,7.0,4.0,0.417281,Not trusted,1.0,6.0,0.542909
China,156000631,62.0,Urban,Low,Female,Married,Lower,8.0,7.0,0.276620,Not trusted,6.0,4.0,0.267884
China,156000632,28.0,Urban,Medium,Female,Married,Higher,7.0,8.0,0.280039,Trusted,1.0,6.0,0.494625
China,156000633,18.0,Rural,Medium,Female,Married,Higher,7.0,8.0,0.509166,Trusted,1.0,5.0,0.450293
China,156000634,20.0,Urban,Low,Male,Married,Higher,8.0,6.0,0.502483,Not trusted,2.0,6.0,0.616946
China,156000635,60.0,Urban,Low,Male,Married,Higher,9.0,10.0,0.361039,Trusted,1.0,7.0,0.544102
China,156000636,45.0,Urban,Medium,Male,Married,Higher,7.0,10.0,0.391876,Trusted,3.0,8.0,0.299957
China,156000637,23.0,Rural,Low,Female,Married,Middle,7.0,8.0,0.334604,Trusted,5.0,9.0,0.396838
China,156000638,45.0,Urban,Medium,Male,Married,Middle,5.0,6.0,0.599687,Trusted,2.0,5.0,0.470620
China,156000639,54.0,Rural,Low,Female,Married,Lower,7.0,6.0,0.280070,Not trusted,1.0,5.0,0.273957
China,156000640,58.0,Urban,Medium,Male,Married,Middle,7.0,10.0,0.506702,Not trusted,1.0,10.0,0.370245
China,156000641,70.0,Urban,Medium,Female,Married,Lower,9.0,10.0,0.557319,Trusted,2.0,8.0,0.386535
China,156000642,48.0,Urban,Medium,Female,Married,Lower,8.0,5.0,0.229813,Trusted,2.0,5.0,0.376206
China,156000643,55.0,Urban,Medium,Female,Married,Middle,10.0,7.0,0.314962,Trusted,1.0,10.0,0.434702
China,156000644,52.0,Rural,Medium,Female,Married,Lower,4.0,5.0,0.146104,Trusted,2.0,1.0,0.211100
China,156000645,32.0,Rural,Medium,Female,Married,Lower,9.0,8.0,0.387739,Trusted,1.0,8.0,0.376900
China,156000646,49.0,Urban,Low,Male,Married,Lower,8.0,6.0,0.427678,Not trusted,1.0,7.0,0.545627
China,156000647,41.0,Rural,Medium,Female,Single,Lower,2.0,1.0,0.408002,Not trusted,1.0,4.0,0.680384
China,156000648,37.0,Urban,Medium,Male,Married,Higher,6.0,9.0,0.332591,Trusted,1.0,6.0,0.672125
China,156000649,33.0,Urban,Low,Male,Married,Higher,7.0,6.0,0.320322,Trusted,8.0,2.0,0.174205
China,156000650,35.0,Rural,Low,Female,Living together as married,Lower,7.0,5.0,0.126518,Trusted,8.0,5.0,0.390346
China,156000651,35.0,Rural,Medium,Female,Married,Higher,8.0,10.0,0.481739,Not trusted,4.0,5.0,0.425932
China,156000652,65.0,Urban,Low,Female,Married,Middle,8.0,5.0,0.344958,Trusted,1.0,5.0,0.217489
China,156000653,36.0,Urban,Medium,Female,Widowed,Middle,8.0,7.0,0.316281,Trusted,5.0,6.0,0.423320
China,156000654,40.0,Rural,Low,Female,Married,Higher,8.0,8.0,0.451977,Trusted,1.0,9.0,0.376990
China,156000655,27.0,Urban,Medium,Male,Married,Higher,9.0,7.0,0.572628,Trusted,6.0,5.0,0.214353
China,156000656,70.0,Urban,Low,Male,Married,Lower,7.0,8.0,0.140303,Trusted,2.0,6.0,0.431649
China,156000657,38.0,Urban,Medium,Male,Married,Lower,7.0,8.0,0.292560,Trusted,1.0,5.0,0.236800
China,156000658,60.0,Rural,Low,Female,Married,Lower,6.0,9.0,0.465663,Trusted,8.0,5.0,0.277832
China,156000659,62.0,Urban,Low,Male,Married,Lower,8.0,8.0,0.493238,Trusted,1.0,7.0,0.449842
China,156000660,56.0,Urban,Medium,Female,Married,Lower,7.0,4.0,0.250206,Not trusted,1.0,8.0,0.348407
China,156000661,66.0,Urban,Low,Male,Single,Lower,7.0,9.0,0.409529,Trusted,1.0,6.0,0.595031
China,156000662,43.0,Urban,Medium,Male,Married,Lower,9.0,7.0,0.422501,Trusted,5.0,7.0,0.312052
China,156000663,54.0,Urban,Medium,Female,Married,Middle,9.0,8.0,0.353330,Trusted,1.0,8.0,0.466833
China,156000664,20.0,Urban,Medium,Male,Married,Higher,8.0,10.0,0.428556,Trusted,5.0,6.0,0.368529
China,156000665,25.0,Urban,Medium,Male,Married,Middle,10.0,10.0,0.264061,,1.0,7.0,0.534891
China,156000666,44.0,Rural,Low,Female,Married,Higher,5.0,5.0,0.664294,Trusted,3.0,7.0,0.443325
China,156000667,23.0,Rural,Medium,Female,Married,Lower,8.0,10.0,0.407837,Trusted,3.0,9.0,0.624490
China,156000668,57.0,Urban,High,Female,Married,Middle,9.0,8.0,0.456763,Trusted,2.0,8.0,0.346468
China,156000669,31.0,Urban,Medium,Female,Married,Middle,5.0,8.0,0.415293,Trusted,9.0,5.0,0.642804
China,156000670,52.0,Urban,Medium,Female,Married,Lower,6.0,7.0,0.382180,Not trusted,1.0,4.0,0.453267
China,156000671,22.0,Urban,Medium,Male,Married,Middle,2.0,5.0,0.483295,Not trusted,1.0,4.0,0.482553
China,156000672,44.0,Urban,Medium,Female,Married,Lower,7.0,6.0,0.302821,Not trusted,3.0,7.0,0.394472
China,156000673,18.0,Rural,Medium,Male,Married,Higher,9.0,7.0,0.422489,Trusted,1.0,9.0,0.609146
China,156000674,66.0,Rural,Medium,Male,Married,Middle,10.0,10.0,0.324751,Not trusted,1.0,10.0,0.396701
China,156000675,65.0,Rural,Low,Female,Married,Lower,9.0,10.0,0.445000,Trusted,3.0,5.0,0.281181
China,156000676,20.0,Urban,Medium,Male,Married,Lower,6.0,4.0,0.309975,Trusted,5.0,5.0,0.397996
China,156000677,54.0,Rural,Medium,Male,Married,Higher,8.0,8.0,0.275896,Trusted,1.0,10.0,0.665166
China,156000678,22.0,Urban,Medium,Female,Married,Middle,6.0,7.0,0.266967,Not trusted,1.0,8.0,0.541572
China,156000679,39.0,Urban,Low,Female,Married,Middle,6.0,8.0,0.412972,Trusted,1.0,8.0,0.445558
China,156000680,42.0,Urban,Low,Male,Married,Lower,8.0,9.0,0.350786,Trusted,1.0,3.0,0.573980
China,156000681,62.0,Urban,Low,Male,Married,Lower,5.0,3.0,0.223226,Not trusted,1.0,7.0,0.349048
China,156000682,54.0,Rural,Low,Male,Married,Higher,7.0,5.0,0.601768,Trusted,2.0,9.0,0.256042
China,156000683,47.0,Rural,Medium,Female,Married,Lower,6.0,9.0,0.437832,Trusted,7.0,3.0,0.389526
China,156000684,37.0,Urban,Low,Female,Married,Middle,10.0,9.0,0.437835,Trusted,1.0,6.0,0.345764
China,156000685,30.0,Urban,Low,Male,Married,Higher,6.0,8.0,0.459062,Not trusted,8.0,7.0,0.396700
China,156000686,60.0,Urban,Medium,Male,Single,Lower,6.0,7.0,0.311447,Trusted,6.0,5.0,0.466430
China,156000687,20.0,Rural,Medium,Male,Married,Higher,4.0,3.0,0.505743,Not trusted,2.0,6.0,0.629668
China,156000688,67.0,Urban,Medium,Female,Married,Lower,7.0,8.0,0.169841,Trusted,7.0,3.0,0.375405
China,156000689,36.0,Urban,Medium,Male,Single,Lower,8.0,4.0,0.315213,Not trusted,1.0,5.0,0.237400
China,156000690,31.0,Rural,Low,Female,Widowed,Lower,8.0,5.0,0.358422,Trusted,2.0,5.0,0.360866
China,156000691,18.0,Rural,Low,Male,Married,Middle,8.0,6.0,0.503424,Trusted,1.0,8.0,0.602545
China,156000692,38.0,Urban,Medium,Male,Single,Lower,1.0,5.0,0.265897,Trusted,1.0,3.0,0.333276
China,156000693,35.0,Rural,Low,Female,Married,Lower,9.0,6.0,0.274463,Trusted,4.0,7.0,0.284138
China,156000694,19.0,Urban,Low,Male,Married,Higher,5.0,3.0,0.596199,Not trusted,1.0,8.0,0.401177
China,156000695,45.0,Urban,Low,Female,Married,Lower,6.0,7.0,0.427048,Trusted,5.0,1.0,0.498581
China,156000696,61.0,Rural,Low,Female,Married,Lower,7.0,7.0,0.264116,Not trusted,1.0,9.0,0.237764
China,156000697,26.0,Urban,Medium,Male,Married,,5.0,7.0,0.375119,Not trusted,1.0,7.0,0.461478
China,156000698,67.0,Rural,Medium,Male,Widowed,Lower,8.0,7.0,0.275353,Trusted,1.0,6.0,0.289860
China,156000699,19.0,Urban,Medium,Female,Single,Middle,7.0,10.0,0.321875,Trusted,1.0,5.0,0.382295
China,156000700,55.0,Urban,Low,Female,Married,Lower,9.0,10.0,0.464921,Trusted,3.0,10.0,0.261187
China,156000701,38.0,Urban,Medium,Female,Married,Lower,8.0,7.0,0.505204,Trusted,1.0,10.0,0.238812
China,156000702,39.0,Urban,Medium,Female,Married,Lower,5.0,3.0,0.471627,Trusted,3.0,5.0,0.556011
China,156000703,20.0,Urban,High,Female,Single,Middle,7.0,9.0,0.410445,Trusted,1.0,5.0,0.300639
China,156000704,48.0,Rural,Medium,Male,Married,Middle,8.0,8.0,0.559810,Not trusted,7.0,7.0,0.521371
China,156000705,21.0,Urban,Medium,Female,Married,Middle,7.0,7.0,0.262130,Trusted,1.0,8.0,0.342136
China,156000706,40.0,Rural,Medium,Male,Married,Lower,4.0,8.0,0.476005,Trusted,6.0,1.0,0.190161
China,156000707,57.0,Urban,Medium,Male,Single,Higher,7.0,4.0,0.605758,Trusted,1.0,7.0,0.404839
China,156000708,54.0,Urban,Low,Male,Single,Middle,6.0,10.0,0.512115,Trusted,3.0,8.0,0.353018
China,156000709,34.0,Urban,Low,Male,Married,Lower,8.0,6.0,0.647283,Not trusted,2.0,7.0,0.436435
China,156000710,47.0,Urban,Medium,Female,Married,Lower,6.0,6.0,0.285165,Not trusted,1.0,6.0,0.348980
China,156000711,48.0,Urban,Medium,Female,Married,Lower,10.0,10.0,0.392288,Trusted,2.0,7.0,0.514984
China,156000712,29.0,Rural,,Female,Married,Lower,8.0,5.0,0.287495,Trusted,2.0,2.0,0.492159
China,156000713,62.0,Rural,Medium,Female,Single,Lower,10.0,8.0,0.213006,Trusted,1.0,6.0,0.305062
China,156000714,47.0,Rural,Medium,Male,Married,Lower,10.0,10.0,0.404249,Not trusted,1.0,9.0,0.558572
China,156000715,64.0,Urban,Medium,Female,Married,Lower,6.0,5.0,0.500150,Trusted,1.0,6.0,0.640742
China,156000716,20.0,Urban,Low,Female,Married,Lower,6.0,7.0,0.346008,Trusted,1.0,7.0,0.531653
China,156000717,30.0,Urban,Low,Male,Married,Middle,3.0,4.0,0.273694,Not trusted,5.0,7.0,0.332399
China,156000718,39.0,Rural,Medium,Female,Divorced,Lower,8.0,6.0,0.421873,Trusted,6.0,6.0,0.336966
China,156000719,48.0,Rural,Low,Male,Married,Lower,3.0,3.0,0.297164,Not trusted,1.0,7.0,0.489782
China,156000720,52.0,Urban,Medium,Female,Married,Higher,8.0,10.0,0.506442,Not trusted,1.0,5.0,0.404083
China,156000721,28.0,Urban,High,Male,Single,Higher,8.0,5.0,0.448219,Trusted,3.0,5.0,0.519192
China,156000722,50.0,Urban,Low,Male,Single,Lower,8.0,9.0,0.379281,Trusted,7.0,4.0,0.401476
China,156000723,36.0,Urban,Medium,Female,Married,Higher,10.0,7.0,0.161070,Trusted,3.0,8.0,0.339714
China,156000724,30.0,Rural,Medium,Female,Married,Lower,10.0,10.0,0.412489,Trusted,1.0,8.0,0.417441
China,156000725,47.0,Urban,Medium,Male,Married,Lower,8.0,9.0,0.290943,Trusted,1.0,6.0,0.447084
China,156000726,38.0,Urban,Medium,Male,Married,Middle,10.0,9.0,0.425104,Trusted,2.0,10.0,0.245765
China,156000727,61.0,Urban,Low,Male,Married,Lower,7.0,2.0,0.435292,Not trusted,1.0,7.0,0.500533
China,156000728,52.0,Rural,Medium,Female,Married,Higher,10.0,6.0,0.462682,Trusted,1.0,8.0,0.683014
China,156000729,43.0,Urban,Medium,Male,Married,Middle,7.0,8.0,0.691924,Trusted,2.0,7.0,0.386192
China,156000730,46.0,Rural,Medium,Female,Single,Lower,7.0,8.0,0.205527,Trusted,1.0,6.0,0.680640
China,156000731,62.0,Rural,Low,Female,Single,Lower,9.0,5.0,0.312573,Trusted,1.0,6.0,0.346336
China,156000732,44.0,Urban,,Male,Married,Higher,8.0,10.0,0.426225,Trusted,2.0,7.0,0.691097
China,156000733,43.0,Urban,Low,Male,Married,Higher,8.0,10.0,0.259315,Not trusted,1.0,9.0,0.228206
China,156000734,61.0,Urban,,Female,Married,Middle,8.0,8.0,0.401899,Trusted,1.0,9.0,0.384319
China,156000735,56.0,Urban,Medium,Female,Married,Lower,9.0,6.0,0.280339,Not trusted,1.0,8.0,0.322379
China,156000736,32.0,Urban,Medium,Female,Married,Higher,7.0,6.0,0.457613,Trusted,1.0,8.0,0.635552
China,156000737,43.0,Urban,Low,Female,Married,Lower,5.0,6.0,0.435100,Not trusted,1.0,3.0,0.588635
China,156000738,34.0,Rural,Medium,Male,Married,Lower,8.0,8.0,0.569623,Trusted,1.0,6.0,0.429769
China,156000739,32.0,Rural,Medium,Female,Married,Middle,7.0,8.0,0.298556,Trusted,7.0,6.0,0.395286
China,156000740,55.0,Urban,Medium,Male,Married,Lower,8.0,8.0,0.375359,Trusted,1.0,8.0,0.449167
China,156000741,37.0,Urban,Medium,Female,Married,Middle,8.0,3.0,0.576648,Trusted,3.0,7.0,0.498854
China,156000742,41.0,Urban,Medium,Female,Single,Higher,8.0,8.0,0.314925,Trusted,1.0,9.0,0.455814
China,156000743,36.0,Urban,Medium,Male,Married,Middle,9.0,8.0,0.502168,Trusted,6.0,7.0,0.485402
China,156000744,64.0,Rural,Medium,Female,Married,Lower,4.0,1.0,0.216233,Not trusted,2.0,1.0,0.405407
China,156000745,44.0,Rural,Medium,Female,Married,Higher,8.0,7.0,0.286619,Trusted,1.0,8.0,0.570726
China,156000746,41.0,Urban,Medium,Female,Single,Lower,7.0,7.0,0.512134,Trusted,7.0,6.0,0.537440
China,156000747,43.0,Urban,Low,Male,Single,Middle,9.0,8.0,0.348136,Not trusted,1.0,7.0,0.410444
China,156000748,29.0,Urban,Low,Male,Married,Lower,7.0,5.0,0.356654,Trusted,1.0,6.0,0.438042
China,156000749,48.0,Urban,Medium,Female,Married,Lower,9.0,4.0,0.279842,Trusted,1.0,7.0,0.704932
China,156000750,59.0,Urban,Medium,Male,Married,Lower,9.0,10.0,0.446805,Trusted,2.0,8.0,0.235676
China,156000751,53.0,Urban,Medium,Male,Married,Lower,8.0,5.0,0.245656,Trusted,1.0,5.0,0.201115
China,156000752,53.0,Urban,Medium,Male,Married,Higher,9.0,8.0,0.488119,Trusted,5.0,5.0,0.549531
China,156000753,37.0,Urban,Medium,Female,Married,Lower,9.0,7.0,0.761587,Not trusted,1.0,9.0,0.510266
China,156000754,68.0,Rural,Medium,Female,Married,Higher,9.0,9.0,0.310277,Trusted,1.0,8.0,0.294734
China,156000755,27.0,Rural,Medium,Male,Married,Middle,6.0,10.0,0.350420,Trusted,1.0,6.0,0.588911
China,156000756,50.0,Urban,Low,Male,Married,Higher,5.0,7.0,0.532954,Trusted,6.0,5.0,0.608232
China,156000757,46.0,Urban,Medium,Female,Married,Lower,9.0,6.0,0.138139,Trusted,5.0,10.0,0.325905
China,156000758,54.0,Rural,Medium,Male,Widowed,Lower,6.0,6.0,0.270061,Trusted,1.0,5.0,0.593489
China,156000759,63.0,Urban,Medium,Female,Married,Middle,8.0,7.0,0.495621,Trusted,2.0,6.0,0.296452
China,156000760,44.0,Urban,Medium,Male,Married,Higher,8.0,8.0,0.332270,Trusted,8.0,8.0,0.684180
China,156000761,48.0,Urban,Medium,Male,Married,,10.0,7.0,0.385211,Trusted,1.0,8.0,0.392409
China,156000762,53.0,Urban,Medium,Male,Married,Lower,8.0,3.0,0.536824,Not trusted,1.0,6.0,0.405457
China,156000763,30.0,Rural,Low,Female,Married,Lower,3.0,6.0,0.267564,Not trusted,1.0,5.0,0.408916
China,156000764,69.0,Urban,Medium,Male,Married,Higher,9.0,8.0,0.561974,Trusted,3.0,8.0,0.351977
China,156000765,48.0,Rural,Medium,Female,Married,Higher,5.0,5.0,0.345763,Trusted,2.0,2.0,0.295199
China,156000766,66.0,Rural,Medium,Male,Divorced,Lower,9.0,8.0,0.434898,Trusted,3.0,7.0,0.259808
China,156000767,23.0,Urban,Medium,Female,Widowed,Lower,7.0,8.0,0.422602,Not trusted,1.0,8.0,0.343207
China,156000768,49.0,Rural,Medium,Female,Married,Lower,10.0,10.0,0.469725,Trusted,2.0,9.0,0.358855
China,156000769,30.0,Urban,Low,Female,Single,Lower,10.0,10.0,0.685730,Not trusted,1.0,9.0,0.326437
China,156000770,68.0,Urban,Medium,Female,Married,Lower,5.0,8.0,0.244603,Trusted,1.0,3.0,0.478050
China,156000771,43.0,Rural,Low,Female,Married,Lower,8.0,6.0,0.324316,Not trusted,1.0,5.0,0.270676
China,156000772,66.0,Urban,Medium,Female,Single,Lower,8.0,9.0,0.305455,Not trusted,1.0,8.0,0.342233
China,156000773,50.0,Urban,Medium,Male,Married,Higher,8.0,10.0,0.467272,Trusted,10.0,10.0,0.330463
China,156000774,43.0,Urban,Medium,Male,Single,Higher,8.0,8.0,0.400012,Not trusted,5.0,9.0,0.138408
China,156000775,63.0,Urban,Low,Male,Married,Lower,6.0,8.0,0.374732,Not trusted,1.0,7.0,0.490635
China,156000776,42.0,Urban,Medium,Female,Married,Higher,8.0,9.0,0.249608,Trusted,1.0,10.0,0.321247
China,156000777,38.0,Urban,Medium,Male,Married,Higher,8.0,9.0,0.421775,Trusted,9.0,9.0,0.491041
China,156000778,69.0,Urban,Medium,Female,Married,Lower,9.0,9.0,0.254733,Trusted,1.0,8.0,0.694002
China,156000779,60.0,Urban,Medium,Female,Married,Lower,5.0,5.0,0.503768,Trusted,7.0,8.0,0.514098
China,156000780,35.0,Rural,Low,Female,Single,Lower,1.0,1.0,0.427310,Not trusted,2.0,2.0,0.553887
China,156000781,65.0,Urban,Medium,Female,Married,Lower,9.0,10.0,0.254665,Not trusted,1.0,6.0,0.168293
China,156000782,47.0,Urban,Medium,Male,Married,Higher,7.0,8.0,0.274857,Trusted,1.0,8.0,0.412733
China,156000783,30.0,Rural,Medium,Male,Married,Middle,8.0,5.0,0.373096,Trusted,6.0,10.0,0.488157
China,156000784,67.0,Urban,Medium,Male,Living together as married,Lower,10.0,10.0,0.223784,Trusted,1.0,10.0,0.299749
China,156000785,53.0,Urban,Medium,Male,Married,Lower,8.0,8.0,0.253213,Trusted,5.0,5.0,0.398696
China,156000786,50.0,Rural,Low,Male,Single,Middle,8.0,6.0,0.294903,Trusted,1.0,6.0,0.369098
China,156000787,43.0,Rural,Medium,Male,Married,Middle,9.0,8.0,0.362660,Trusted,1.0,7.0,0.436253
China,156000788,45.0,Rural,Medium,Female,Married,Lower,9.0,7.0,0.678907,Not trusted,2.0,7.0,0.246195
China,156000789,22.0,Urban,Low,Female,Married,Lower,5.0,6.0,0.394286,Not trusted,5.0,8.0,0.530021
China,156000790,40.0,Rural,Low,Female,Married,Lower,7.0,6.0,0.639045,Trusted,1.0,6.0,0.552751
China,156000791,29.0,Rural,Medium,Male,Married,Middle,7.0,1.0,0.411237,Trusted,1.0,9.0,0.411429
China,156000792,24.0,Urban,Low,Female,Single,Lower,9.0,8.0,0.699152,Not trusted,1.0,5.0,0.513290
China,156000793,67.0,Rural,Low,Male,Married,Lower,6.0,7.0,0.278658,Not trusted,1.0,4.0,0.318224
China,156000794,62.0,Rural,Medium,Female,Married,Middle,8.0,8.0,0.254152,Trusted,3.0,7.0,0.356979
China,156000795,40.0,Rural,Medium,Female,Married,Lower,5.0,6.0,0.616637,Not trusted,3.0,7.0,0.472490
China,156000796,36.0,Urban,Medium,Female,Married,Middle,5.0,5.0,0.452674,Trusted,1.0,6.0,0.356187
China,156000797,24.0,Rural,Low,Female,Married,Middle,6.0,5.0,0.388139,Trusted,1.0,8.0,0.696330
China,156000798,44.0,Rural,Medium,Female,Married,Higher,8.0,9.0,0.545539,Trusted,3.0,6.0,0.425392
China,156000799,30.0,Rural,Medium,Male,Single,Higher,8.0,10.0,0.325467,Trusted,1.0,5.0,0.531647
China,156000800,37.0,Rural,Medium,Male,Married,Higher,8.0,10.0,0.503731,Trusted,1.0,10.0,0.299655
China,156000801,48.0,Rural,Low,Female,Married,Lower,9.0,8.0,0.354205,Not trusted,4.0,5.0,0.245189
China,156000802,39.0,Urban,Low,Female,Married,Lower,3.0,5.0,0.238918,Not trusted,3.0,1.0,0.479077
China,156000803,47.0,Rural,Medium,Female,Married,Higher,8.0,8.0,0.319381,Trusted,1.0,8.0,0.256506
China,156000804,68.0,Urban,Low,Female,Married,Lower,9.0,10.0,0.385476,Trusted,1.0,7.0,0.397270
China,156000805,39.0,Urban,Medium,Female,Married,Lower,6.0,6.0,0.357064,Trusted,4.0,4.0,0.101785
China,156000806,45.0,Urban,Medium,Male,Single,Lower,7.0,5.0,0.575795,Trusted,1.0,7.0,0.599874
China,156000807,47.0,Urban,Medium,Female,Married,Middle,8.0,10.0,0.354883,Trusted,7.0,8.0,0.370746
China,156000808,56.0,Rural,Low,Female,Married,Lower,,6.0,0.144334,Not trusted,5.0,7.0,0.115870
China,156000809,57.0,Urban,Medium,Female,Married,Lower,9.0,9.0,0.316411,Trusted,1.0,5.0,0.301734
China,156000810,31.0,Urban,Medium,Male,Married,,1.0,1.0,0.509596,Trusted,4.0,3.0,0.640338
China,156000811,41.0,Urban,Low,Male,Married,Lower,8.0,6.0,0.397501,Not trusted,2.0,2.0,0.385889
China,156000812,37.0,Rural,Medium,Female,Married,Higher,4.0,6.0,0.388385,Trusted,3.0,4.0,0.446946
China,156000813,29.0,Urban,Medium,Female,Married,Lower,8.0,8.0,0.760326,Not trusted,4.0,8.0,0.399341
China,156000814,62.0,Rural,Low,Female,Married,Lower,6.0,5.0,0.318740,Trusted,5.0,5.0,0.482261
China,156000815,59.0,Rural,Low,Female,Married,Lower,7.0,7.0,0.678403,Not trusted,1.0,8.0,0.648125
China,156000816,55.0,Rural,Medium,Male,Married,Middle,8.0,8.0,0.348743,Trusted,1.0,10.0,0.422393
China,156000817,30.0,Urban,Medium,Female,Married,Higher,4.0,4.0,0.416379,Not trusted,2.0,6.0,0.337583
China,156000818,67.0,Rural,Medium,Male,Single,Lower,8.0,10.0,0.325292,Trusted,7.0,7.0,0.493626
China,156000819,40.0,Urban,Medium,Male,Married,Lower,8.0,7.0,0.596088,Trusted,3.0,8.0,0.403684
China,156000820,18.0,Urban,Medium,Female,Married,Middle,9.0,10.0,0.457746,Not trusted,1.0,10.0,0.304222
China,156000821,59.0,Rural,Low,Female,Married,Lower,8.0,7.0,0.416303,Trusted,1.0,7.0,0.353121
China,156000822,59.0,Urban,Medium,Female,Married,Lower,9.0,10.0,0.270461,Not trusted,2.0,6.0,0.416103
China,156000823,50.0,Urban,Medium,Female,Married,Higher,7.0,8.0,0.393215,Trusted,1.0,8.0,0.561345
China,156000824,40.0,Rural,Low,Male,Married,Lower,6.0,5.0,0.344869,Not trusted,1.0,6.0,0.318605
China,156000825,42.0,Rural,Medium,Female,Married,Higher,6.0,7.0,0.490451,Trusted,1.0,6.0,0.219079
China,156000826,49.0,Urban,Low,Female,Married,Lower,10.0,9.0,0.314544,Not trusted,2.0,8.0,0.202370
China,156000827,42.0,Rural,Medium,Female,Married,Middle,10.0,7.0,0.456068,Trusted,1.0,6.0,0.246050
China,156000828,39.0,Urban,Medium,Male,Married,Middle,8.0,2.0,0.416753,Trusted,1.0,8.0,0.425686
China,156000829,30.0,Urban,Medium,Female,Married,Higher,5.0,8.0,0.634292,Trusted,2.0,6.0,0.252540
China,156000830,50.0,Urban,Low,Male,Married,Lower,3.0,7.0,0.307566,Not trusted,1.0,1.0,0.322067
China,156000831,64.0,Urban,Medium,Female,Married,Middle,8.0,7.0,0.382862,Trusted,1.0,9.0,0.452638
China,156000832,50.0,Urban,Low,Female,Married,Middle,7.0,8.0,0.499530,Trusted,5.0,7.0,0.279220
China,156000833,55.0,Rural,Low,Male,Married,Lower,9.0,9.0,0.344926,Trusted,6.0,10.0,0.369416
China,156000834,18.0,Urban,Low,Male,Widowed,Lower,8.0,7.0,0.672446,Trusted,3.0,3.0,0.422010
China,156000835,54.0,Urban,Medium,Male,Single,Lower,8.0,7.0,0.329745,Not trusted,5.0,9.0,0.471780
China,156000836,18.0,Urban,Medium,Female,Married,Higher,6.0,7.0,0.483386,Trusted,5.0,5.0,0.357978
China,156000837,48.0,Urban,Low,Female,Married,Lower,7.0,6.0,0.351760,Not trusted,1.0,5.0,0.388594
China,156000838,65.0,Urban,Low,Female,Married,Lower,7.0,10.0,0.274681,Not trusted,1.0,6.0,0.329195
China,156000839,45.0,Urban,Low,Male,Married,Lower,9.0,10.0,0.433432,Trusted,1.0,7.0,0.285861
China,156000840,68.0,Rural,Medium,Male,Divorced,Lower,8.0,6.0,0.306192,Not trusted,1.0,3.0,0.427025
China,156000841,52.0,Urban,Medium,Male,Single,Higher,7.0,10.0,0.492951,Trusted,4.0,4.0,0.411889
China,156000842,61.0,Urban,Low,Male,Married,Lower,6.0,9.0,0.578806,Not trusted,8.0,4.0,0.358539
China,156000843,41.0,Rural,Medium,Male,Married,Lower,10.0,8.0,0.238805,Not trusted,1.0,8.0,0.499480
China,156000844,26.0,Rural,Low,Male,Married,Middle,10.0,8.0,0.460218,Trusted,5.0,8.0,0.624074
China,156000845,50.0,Urban,Medium,Female,Married,Lower,3.0,6.0,0.581787,Trusted,2.0,2.0,0.390157
China,156000846,52.0,Rural,Medium,Male,Married,Higher,7.0,7.0,0.421562,Trusted,2.0,1.0,0.554370
China,156000847,19.0,Urban,Medium,Male,Married,Lower,9.0,8.0,0.496803,Not trusted,5.0,8.0,0.358769
China,156000848,21.0,Rural,Medium,Male,Married,Higher,6.0,8.0,0.311854,Trusted,1.0,7.0,0.414857
China,156000849,28.0,Urban,Medium,Male,Married,Middle,7.0,7.0,0.606931,Trusted,8.0,7.0,0.404448
China,156000850,47.0,Urban,Medium,Male,Widowed,Lower,10.0,6.0,0.168808,Trusted,1.0,10.0,0.399592
China,156000851,67.0,Urban,Medium,Female,Married,Lower,7.0,1.0,0.438888,Trusted,9.0,4.0,0.424468
China,156000852,67.0,Urban,Low,Female,Married,Lower,8.0,7.0,0.338284,Trusted,1.0,5.0,0.257084
China,156000853,44.0,Urban,Medium,Female,Married,Middle,4.0,5.0,0.334679,Trusted,1.0,4.0,0.518229
China,156000854,28.0,Urban,Medium,Male,Married,Lower,8.0,8.0,0.339587,Trusted,1.0,6.0,0.540129
China,156000855,64.0,Rural,Medium,Male,Married,Lower,10.0,9.0,0.328021,Trusted,1.0,8.0,0.293133
China,156000856,47.0,Urban,Low,Female,Married,Middle,6.0,7.0,0.346061,Trusted,2.0,6.0,0.327583
China,156000857,47.0,Rural,Medium,Male,Married,Lower,6.0,5.0,0.814656,Not trusted,5.0,7.0,0.420271
China,156000858,31.0,Rural,Medium,Female,Married,Lower,7.0,8.0,0.255834,Trusted,3.0,4.0,0.458798
China,156000859,36.0,Urban,Medium,Female,Married,Higher,6.0,6.0,0.447730,Trusted,2.0,6.0,0.415546
China,156000860,31.0,Urban,Medium,Male,Married,Middle,9.0,9.0,0.468830,Trusted,3.0,7.0,0.421389
China,156000861,29.0,Rural,Medium,Male,Married,Middle,9.0,9.0,0.364583,Not trusted,2.0,7.0,0.322737
China,156000862,50.0,Rural,Low,Male,Married,Lower,4.0,8.0,0.446246,Not trusted,1.0,7.0,0.449470
China,156000863,54.0,Urban,Medium,Female,Married,Lower,9.0,8.0,0.234840,Trusted,1.0,8.0,0.412419
